,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_cat,Marital_cat,Gender_cat,Churn_cat
234,Rural,4,19,64063.23,Married,Female,No,10.24857935,0,7.873371451,127.474951,1029.489242,0,1,0,0
235,Urban,1,40,20414.07,Never Married,Female,No,6.743431946,1,23.62866494,139.981577,2370.184448,2,2,0,0
236,Suburban,0,42,41412.1,Widowed,Male,Yes,12.4703522,0,25.8634566,255.133571,3309.919373,1,4,1,1
237,Rural,0,40,99195.08,Married,Female,Yes,7.913676085,0,9.405224809,194.966286,1623.273925,0,1,0,1
238,Suburban,0,72,18408.94,Married,Female,No,9.362849722,0,12.84490034,179.965581,1146.199921,1,1,0,0
239,Urban,3,61,15930.45,Separated,Male,Yes,17.41324465,1,16.59325254,174.976769,2229.268031,2,3,1,1
240,Rural,0,71,25611.29,Divorced,Male,No,13.43700846,0,20.35456039,187.609354,2512.36494,0,0,1,0
241,Suburban,4,68,9428.86,Divorced,Female,No,11.95206054,1,12.00925702,169.937833,1297.388488,1,0,0,0
242,Rural,1,88,3810.16,Never Married,Female,No,4.550449856,1,2.861423443,115.002061,283.39178,0,2,0,0
243,Rural,1,64,118022.06,Widowed,Male,Yes,6.09060584,0,14.20349453,152.462354,1947.7853,0,4,1,1
244,Urban,1,63,51992.79,Married,Female,Yes,10.2863601,1,4.98152586,207.609354,849.1972541,2,1,0,1
245,Rural,0,53,79993.43,Divorced,Female,No,11.17709222,2,23.12150846,147.503078,2131.359827,0,0,0,0
246,Rural,0,41,37706.85,Widowed,Male,No,14.12145884,0,6.307178205,200.118516,1464.035068,0,4,1,0
247,Suburban,2,63,22466.53,Married,Male,No,7.799780591,0,12.73622643,137.497825,1381.538548,1,1,1,0
248,Suburban,4,56,16608.27,Married,Female,No,7.122072827,0,12.00466914,134.980139,1248.626874,1,1,0,0
249,Rural,2,27,25146.14,Divorced,Male,No,9.329902365,0,2.243757398,147.442069,558.3751762,0,0,1,0
250,Suburban,2,47,58882.35,Divorced,Male,No,7.509389052,0,1.583394702,197.494455,676.2178659,1,0,1,0
251,Suburban,4,42,31809.46,Never Married,Female,No,15.06990851,0,14.23487852,162.529926,1641.938696,1,2,0,0
252,Rural,0,72,27235.54,Widowed,Female,Yes,9.321265424,0,15.28108311,210.151777,1811.964373,0,4,0,1
253,Urban,3,58,70476.82,Married,Male,Yes,3.564651961,0,4.135827839,159.965581,1066.632555,2,1,1,1
254,Urban,0,33,49396.09,Widowed,Male,Yes,7.779622319,0,9.740709475,190.173699,1514.131966,2,4,1,1
255,Suburban,6,87,35060.94,Never Married,Female,Yes,10.74985413,1,1.213704886,202.649979,1189.549671,1,2,0,1
256,Rural,0,34,66055.53,Divorced,Female,No,7.738373361,0,11.86252419,134.950905,1114.020282,0,0,0,0
257,Urban,7,76,91335.76,Widowed,Male,No,12.01267388,0,2.416685985,142.500692,1078.291303,2,4,1,0
258,Rural,3,38,54349.75,Widowed,Nonbinary,No,14.04748759,1,6.73327535,114.997564,854.2977548,0,4,2,0
259,Rural,0,47,75042.1,Separated,Female,Yes,3.11231175,1,6.549035393,232.62403,1489.077486,0,3,0,1
260,Rural,7,84,91001.1,Widowed,Male,Yes,8.284591121,0,10.57197066,242.628057,1649.312808,0,4,1,1
261,Urban,4,19,44426.28,Widowed,Male,Yes,6.269792565,0,3.379756569,202.443347,905.1959227,2,4,1,1
262,Rural,0,87,63284.16,Divorced,Female,No,9.803905459,1,8.959047529,124.993537,684.6318529,0,0,0,0
263,Suburban,3,75,14039.21,Widowed,Male,No,8.571019738,0,10.23679934,174.976769,1662.533055,1,4,1,0
264,Rural,0,37,12453.24,Divorced,Male,Yes,10.00344746,1,14.96503088,225.145743,2436.57146,0,0,1,1
265,Rural,1,52,15934.12,Never Married,Female,Yes,4.255224068,1,23.79323993,275.133571,2677.74041,0,2,0,1
266,Urban,0,24,48314.4,Separated,Male,Yes,11.2714618,0,11.45675389,287.642733,1779.309609,2,3,1,1
267,Urban,4,83,5511.77,Married,Male,Yes,8.477982632,0,11.04076215,177.65076,1494.716409,2,1,1,1
268,Urban,3,19,10701.11,Never Married,Female,Yes,9.753145376,1,7.425503428,220.114868,1740.72604,2,2,0,1
269,Urban,1,78,10767.15,Divorced,Male,Yes,14.57387887,0,2.411712843,197.516854,704.7552669,2,0,1,1
270,Suburban,4,61,13493.63,Separated,Female,No,13.13441554,1,2.009542213,194.974431,558.4710883,1,3,0,0
271,Rural,0,38,25071.58,Separated,Male,Yes,11.62771397,0,9.068119482,175.133074,1282.279049,0,3,1,1
272,Suburban,0,79,368.5,Never Married,Male,Yes,6.114030983,1,1.926789854,147.478341,287.8189836,1,2,1,1
273,Suburban,0,49,27976.63,Divorced,Female,No,12.76603868,1,11.77389421,134.980139,1129.529441,1,0,0,0
274,Urban,0,41,56154.5,Married,Female,No,6.348897952,0,2.585228303,157.483594,394.0148722,2,1,0,0
275,Urban,0,75,62145.59,Widowed,Female,No,16.10939031,1,9.517703088,255.141716,1302.230824,2,4,0,0
276,Rural,1,60,6517.94,Married,Female,No,7.151598137,0,9.532523799,137.439154,970.4682919,0,1,0,0
277,Suburban,1,70,19090.03,Never Married,Male,No,4.575363954,0,23.103996,235.159141,2522.88913,1,2,1,0
278,Suburban,0,23,13194.33,Divorced,Male,Yes,13.42263904,0,5.104873611,147.460067,682.9871863,1,0,1,1
279,Suburban,2,84,63963.36,Married,Female,Yes,3.559550725,0,6.877942744,232.637807,1537.109931,1,1,0,1
280,Suburban,1,63,34447.89,Married,Male,Yes,5.971214226,0,21.17839683,137.439154,1961.923965,1,1,1,1
281,Suburban,2,88,36315.29,Separated,Female,No,7.287197615,0,1.586331702,129.948316,676.1747964,1,3,0,0
282,Suburban,0,44,5009.07,Divorced,Female,Yes,11.30031859,0,3.778174405,242.632554,929.2607767,1,0,0,1
283,Suburban,1,49,14202.72,Never Married,Female,Yes,10.26519974,0,11.58276897,187.609354,1849.484087,1,2,0,1
284,Urban,8,32,54779.76,Married,Male,Yes,16.28075484,0,11.62258922,232.652038,1998.680227,2,1,1,1
285,Rural,1,69,36453.31,Divorced,Nonbinary,No,10.96553586,0,20.78013031,159.980465,1898.877878,0,0,2,0
286,Suburban,2,60,11250.71,Separated,Female,Yes,10.93514898,1,3.940297464,159.947583,992.3501481,1,3,0,1
287,Suburban,0,57,65951.35,Separated,Female,No,2.98020454,0,11.38099891,137.487242,994.6354785,1,3,0,0
288,Urban,8,62,15292.25,Separated,Female,Yes,17.05256354,1,1.473304337,245.131966,954.0290712,2,3,0,1
289,Suburban,0,26,41879.1,Divorced,Male,No,12.29165611,1,12.75609778,117.439154,1775.838153,1,0,1,0
290,Urban,0,85,17080.57,Divorced,Female,Yes,10.32744663,1,6.253919786,209.993134,1297.050577,2,0,0,1
291,Rural,2,82,68122.23,Separated,Female,No,9.22949351,0,18.9537053,169.974105,1746.405243,0,3,0,0
292,Rural,2,40,39468.79,Widowed,Female,No,10.02758972,1,9.640061615,197.470195,1698.465833,0,4,0,0
293,Urban,0,50,123763.12,Divorced,Male,Yes,7.259022839,0,5.201330266,137.516476,665.4740915,2,0,1,1
294,Rural,1,71,84301.44,Separated,Male,Yes,10.97274944,1,12.42120946,207.475448,1886.153328,0,3,1,1
295,Urban,2,48,42469.81,Never Married,Nonbinary,No,11.87042081,0,8.134438503,160.00128,958.6989908,2,2,2,0
296,Rural,0,24,75458.79,Separated,Female,No,9.531063533,0,14.86764776,147.478341,1446.203986,0,3,0,0
297,Urban,3,79,60345.9,Never Married,Male,No,8.798065013,0,5.548652108,127.488728,774.6125757,2,2,1,0
298,Rural,4,82,76066.77,Separated,Male,No,15.27146446,1,18.35541838,139.981577,1939.811149,0,3,1,0
299,Urban,2,68,42755.27,Divorced,Female,Yes,7.014445177,1,7.62779591,220.132293,1165.564309,2,0,0,1
300,Suburban,5,77,76874.25,Widowed,Nonbinary,No,10.62019312,0,4.439685675,214.952509,750.8768234,1,4,2,0
301,Urban,1,19,41075.64,Widowed,Female,No,10.04585562,1,11.16903388,139.99789,1292.3206,2,4,0,0
302,Suburban,1,80,63095.62,Widowed,Male,Yes,10.88047174,2,14.14101821,270.160419,2335.130986,1,4,1,1
303,Suburban,4,31,82131.87,Separated,Female,Yes,9.975481565,0,3.212400569,202.443347,769.8534863,1,3,0,1
304,Rural,2,62,28502.33,Divorced,Male,No,7.248946018,2,16.84928353,172.47417,1729.837284,0,0,1,0
305,Suburban,4,80,9450.84,Separated,Male,Yes,9.53003591,1,3.834727471,137.468388,649.3891796,1,3,1,1
306,Rural,1,36,44977.06,Married,Male,No,6.592317798,0,6.198230305,104.962874,823.0046464,0,1,1,0
307,Rural,0,72,13583.35,Widowed,Male,No,8.124261532,0,4.216732972,174.969934,1107.882056,0,4,1,0
308,Rural,0,50,42093.64,Married,Male,No,11.44655577,0,4.355064781,139.99789,683.8622599,0,1,1,0
309,Urban,3,31,55398.87,Widowed,Male,No,10.1755818,0,4.030250374,144.988941,1301.49424,2,4,1,0
310,Rural,0,22,22362.59,Never Married,Female,No,13.7362126,2,9.915959247,114.997564,1079.012505,0,2,0,0
311,Suburban,0,50,40271.47,Married,Male,Yes,13.93422217,0,9.821728297,172.484753,1283.463995,1,1,1,1
312,Rural,0,28,56178.63,Divorced,Male,No,3.405050602,0,9.183905417,124.97808,987.653655,0,0,1,0
313,Rural,0,63,21053.35,Never Married,Male,No,10.69284712,1,8.892893007,174.991856,1088.263081,0,2,1,0
314,Rural,1,73,75866.75,Separated,Female,No,10.11985468,0,7.661226872,92.488023,583.0259559,0,3,0,0
315,Rural,3,72,74061.48,Never Married,Male,No,5.863179258,0,12.4767812,139.965008,1778.733282,0,2,1,0
316,Urban,7,23,35102.93,Never Married,Male,Yes,13.357551,0,2.462148717,192.470522,900.4043765,2,2,1,1
317,Urban,1,49,26391.1,Never Married,Male,Yes,14.04061351,0,14.09942339,220.118516,1693.576099,2,2,1,1
318,Rural,1,82,29982.49,Divorced,Female,Yes,4.586902043,0,7.272649386,232.622804,1143.826239,0,0,0,1
319,Suburban,1,72,51154.34,Divorced,Female,No,11.03563726,0,3.999030359,210.156274,886.340074,1,0,0,0
320,Urban,1,45,37583.97,Never Married,Female,No,11.32768159,1,3.115945151,114.972827,373.2772664,2,2,0,0
321,Rural,1,73,28654.87,Divorced,Female,No,5.307097721,0,13.67931764,149.977753,1245.328696,0,0,0,0
322,Suburban,1,78,119968.61,Divorced,Female,Yes,8.993783986,0,14.6728104,184.985293,1564.936841,1,0,0,1
323,Urban,4,71,11591.09,Married,Male,No,11.05733159,0,5.953547112,132.479779,1354.401018,2,1,1,0
324,Urban,4,67,70174.11,Never Married,Female,Yes,8.702618087,0,11.74635394,190.12704,1971.429689,2,2,0,1
325,Urban,1,43,8495.04,Widowed,Male,No,7.045651851,2,5.954024226,92.488023,623.7865683,2,4,1,0
326,Urban,5,27,17191.02,Widowed,Female,Yes,12.61411193,0,22.8577804,220.114868,3040.553763,2,4,0,1
327,Urban,2,39,24732.09,Divorced,Male,Yes,9.703658153,1,1.407866545,107.495766,864.7036995,2,0,1,1
328,Suburban,0,52,27282.21,Divorced,Female,No,8.220453321,1,21.08265979,169.967067,2042.113893,1,0,0,0
329,Urban,9,19,40902.49,Married,Female,Yes,8.816497541,1,11.10356439,222.679213,1973.661316,2,1,0,1
330,Urban,0,48,87568.16,Married,Female,Yes,11.11756812,0,9.734064703,200.132293,1755.645123,2,1,0,1
331,Suburban,0,22,69327.78,Divorced,Male,Yes,13.07119875,1,12.21754865,262.610632,1758.735654,1,0,1,1
332,Rural,1,69,5194.22,Married,Male,Yes,12.10865222,0,2.423722078,152.495236,557.0118807,0,1,1,1
333,Suburban,1,31,12951.51,Married,Male,No,9.681031902,0,13.66061487,202.636202,2205.334092,1,1,1,0
334,Suburban,9,79,11179.42,Never Married,Female,No,10.49495185,0,8.701581043,127.478341,1451.201108,1,2,0,0
335,Rural,0,65,47288.09,Divorced,Male,No,7.535866122,0,4.844060027,159.983006,609.0598401,0,0,1,0
336,Rural,4,49,114398.35,Married,Male,Yes,8.713443753,0,6.485034974,124.960655,1221.100604,0,1,1,1
337,Suburban,6,69,105646.73,Separated,Female,Yes,7.191637555,0,1.14113241,252.62403,745.0493094,1,3,0,1
338,Rural,3,74,42386.84,Widowed,Male,No,12.2870805,0,7.69213424,104.97808,1220.452161,0,4,1,0
339,Urban,3,27,38864.57,Widowed,Male,Yes,10.66015784,0,13.73012915,204.961033,1771.472597,2,4,1,1
340,Rural,4,79,25215.22,Separated,Female,Yes,7.044096971,0,5.690013293,245.145743,1201.484293,0,3,0,1
341,Urban,1,41,9302.3,Widowed,Female,No,12.14893118,0,6.68894661,95.019486,764.3017535,2,4,0,0
342,Urban,0,51,45225.74,Divorced,Female,No,12.71107869,0,9.475983046,169.937833,1022.415622,2,0,0,0
343,Rural,0,57,29976.15,Divorced,Male,Yes,9.759360165,0,4.893221514,207.475448,1284.442486,0,0,1,1
344,Urban,1,66,13155.79,Divorced,Female,No,2.816821044,1,2.656915117,114.983787,289.9240291,2,0,0,0
345,Rural,4,85,14980.5,Divorced,Female,Yes,9.617602049,0,8.381515693,232.637807,1718.600163,0,0,0,1
346,Suburban,9,54,24017.57,Divorced,Female,No,13.06640293,1,14.53315436,225.131966,2494.633068,1,0,0,0
347,Urban,8,79,26204.77,Separated,Male,Yes,8.669204519,0,13.62832619,212.641455,2270.749222,2,3,1,1
348,Urban,3,56,27978.78,Never Married,Male,Yes,13.97477268,0,1.281566108,152.495236,567.6177123,2,2,1,1
349,Suburban,1,80,46622.3,Separated,Male,Yes,11.19861363,0,3.365552603,134.950905,380.0501404,1,3,1,1
350,Suburban,0,37,34419.26,Married,Female,Yes,10.18921185,0,5.397827503,200.132293,1436.408211,1,1,0,1
351,Urban,7,24,8507.97,Never Married,Female,No,9.518819692,0,9.001231999,197.470195,1852.503069,2,2,0,0
352,Rural,3,48,64420.19,Married,Male,No,11.01996949,2,10.9750814,192.456745,1312.008382,0,1,1,0
353,Rural,0,68,122263.81,Never Married,Female,Yes,14.91100172,0,7.825845378,162.471255,863.0820861,0,2,0,1
354,Rural,3,74,64446.9,Married,Male,Yes,11.17971961,0,14.12966281,222.660939,1854.793303,0,1,1,1
355,Urban,1,37,20647.83,Never Married,Female,No,12.16826675,0,14.66914461,114.950905,1778.431765,2,2,0,0
356,Rural,0,54,23956.91,Separated,Male,Yes,17.39213562,0,5.388165017,182.446995,764.2419259,0,3,1,1
357,Suburban,1,84,56003.36,Separated,Male,No,12.02476736,0,2.810825808,95.005709,307.018806,1,3,1,0
358,Suburban,10,68,50150.81,Never Married,Male,Yes,6.6769165,0,2.485229169,172.456745,1179.782483,1,2,1,1
359,Suburban,10,39,4180.22,Widowed,Female,No,11.78679636,0,2.051069457,177.65076,1040.034575,1,4,0,0
360,Urban,4,85,70023.28,Widowed,Male,No,7.846521648,0,6.10108047,207.638588,1080.159892,2,4,1,0
361,Urban,1,86,40728.96,Separated,Female,Yes,5.670110512,0,4.950398978,220.118516,775.5613336,2,3,0,1
362,Suburban,1,70,69248.13,Separated,Female,No,13.37036883,0,10.16660427,137.468388,1061.587971,1,3,0,0
363,Urban,1,33,65187.42,Widowed,Female,Yes,9.826229752,0,12.29558653,159.965008,1334.403775,2,4,0,1
364,Rural,1,58,26005.77,Divorced,Female,No,12.07226102,0,24.8868126,182.465269,2346.143947,0,0,0,0
365,Urban,2,58,10423.75,Widowed,Male,No,15.42491471,1,9.660361769,129.977753,1491.768656,2,4,1,0
366,Urban,4,42,28909.96,Divorced,Male,Yes,8.601959705,0,7.663625954,112.484375,927.1279646,2,0,1,1
367,Rural,2,89,28219.28,Married,Male,No,8.787582345,0,5.25445262,127.488728,686.9354616,0,1,1,0
368,Urban,2,63,67319.27,Widowed,Male,No,6.362190982,2,13.59137366,162.471255,1460.513443,2,4,1,0
369,Suburban,0,18,71348.1,Divorced,Male,Yes,9.507249087,1,12.3492819,154.961766,1942.250203,1,0,1,1
370,Suburban,4,82,39231.99,Never Married,Male,No,12.06831191,1,18.37317391,194.976769,1923.549943,1,2,1,0
371,Urban,8,61,28129.21,Separated,Male,No,5.600227586,0,8.498042024,192.48852,1239.802036,2,3,1,0
372,Suburban,7,36,69104.9,Married,Male,No,13.15969677,0,22.33583015,162.452604,2499.186161,1,1,1,0
373,Urban,1,87,31282.78,Never Married,Female,No,6.18537496,0,1.541545443,107.48056,302.3848209,2,2,0,0
374,Suburban,0,48,65229.24,Separated,Male,Yes,9.089998883,0,12.78453216,142.482694,1865.48625,1,3,1,1
375,Suburban,8,56,15110.46,Widowed,Male,Yes,11.21142669,0,2.527681829,165.018175,908.7910203,1,4,1,1
376,Suburban,0,57,66922.3,Divorced,Male,No,5.868957217,0,7.065506244,125.007314,790.9469893,1,0,1,0
377,Rural,3,89,1666.59,Divorced,Male,Yes,2.657311067,0,4.258552081,139.987503,956.2636975,0,0,1,1
378,Urban,6,30,50258.38,Separated,Female,No,13.75498892,0,4.801969514,112.455141,639.3261343,2,3,0,0
379,Urban,4,54,54373.35,Divorced,Female,Yes,11.07079287,0,5.204853319,212.622804,1572.045646,2,0,0,1
380,Urban,5,55,33588.84,Widowed,Female,No,10.74788638,1,32.0730133,182.460772,3099.922244,2,4,0,0
381,Rural,1,46,23629.05,Married,Female,Yes,15.68552752,2,11.16847385,159.947583,1599.727567,0,1,0,1
382,Rural,0,18,91186.03,Separated,Female,No,10.08605721,0,16.8000196,245.145743,2188.672399,0,3,0,0
383,Suburban,0,58,20204.74,Never Married,Female,No,16.26782621,0,17.6210362,149.977753,1586.699491,1,2,0,0
384,Rural,1,60,37703.83,Divorced,Male,Yes,4.946414499,0,17.18829795,184.967019,1828.279015,0,0,1,1
385,Rural,2,62,29117.32,Never Married,Female,No,14.19610787,0,17.52138221,92.455141,1866.966586,0,2,0,0
386,Suburban,4,30,52531.72,Widowed,Female,No,15.83394061,0,10.4103675,149.944668,1718.555203,1,4,0,0
387,Urban,4,75,25742.72,Never Married,Male,Yes,7.663279641,0,3.310281145,167.456419,556.2193844,2,2,1,1
388,Suburban,7,23,21072.82,Married,Female,Yes,7.43893815,1,2.993625911,197.516854,1035.183038,1,1,0,1
389,Suburban,1,84,37774.81,Married,Female,Yes,11.70582668,0,16.26037537,152.488401,1580.43019,1,1,0,1
390,Suburban,3,61,20811.42,Separated,Male,Yes,13.60774223,1,3.045064701,162.482694,703.6927423,1,3,1,1
391,Suburban,0,75,34474.39,Separated,Male,Yes,6.02604588,0,15.35762157,262.610632,1842.258692,1,3,1,1
392,Rural,3,72,81388.6,Divorced,Male,Yes,8.273678516,0,5.940902789,190.173699,1167.271182,0,0,1,1
393,Urban,0,66,78272.96,Widowed,Male,Yes,9.424686492,0,5.988505209,187.513939,1007.289786,2,4,1,1
394,Suburban,2,81,11655.88,Separated,Female,Yes,10.05990041,0,7.138784756,212.641455,1500.69101,1,3,0,1
395,Rural,4,34,37773.19,Widowed,Male,No,12.69711858,1,8.951793883,104.964303,1404.773397,0,4,1,0
396,Suburban,1,82,40183.01,Never Married,Male,Yes,10.3853182,0,4.221959275,232.637807,1342.310858,1,2,1,1
397,Urban,1,73,37149.4,Married,Male,No,10.48123205,0,9.797427154,142.499263,1250.94478,2,1,1,0
398,Urban,0,28,10331.57,Divorced,Male,Yes,13.43076227,0,10.90397471,277.63748,1710.958869,2,0,1,1
399,Suburban,1,48,37096.85,Married,Female,No,7.951590644,0,1.665591776,112.455141,169.3992798,1,1,0,0
400,Urban,2,53,26004.59,Married,Male,Yes,9.100502767,0,8.611218573,220.118516,1261.554565,2,1,1,1
401,Suburban,4,52,77291.95,Divorced,Female,Yes,11.9086306,0,1.28507969,139.951231,794.9581116,1,0,0,1
402,Suburban,3,20,24462.25,Widowed,Female,No,5.304627269,1,1.379696124,184.978458,713.364269,1,4,0,0
403,Rural,0,19,75871.75,Divorced,Male,Yes,12.07096717,0,3.084376591,210.138,952.5914921,0,0,1,1
404,Rural,0,70,28840.47,Divorced,Nonbinary,No,7.336943024,0,2.43754565,142.468917,778.6094503,0,0,2,0
405,Suburban,4,48,25299.48,Never Married,Female,No,10.16142541,0,3.288124191,160.00128,627.0001275,1,2,0,0
406,Urban,2,28,37631.4,Married,Male,No,9.632814549,0,32.30772134,127.481989,2938.319116,2,1,1,0
407,Urban,2,52,23014.69,Never Married,Male,No,6.346778536,1,13.46565415,162.452604,1566.001524,2,2,1,0
408,Suburban,1,77,31300.68,Widowed,Female,No,12.1986895,0,19.244458,172.457857,1889.642423,1,4,0,0
409,Rural,3,71,55840.35,Widowed,Female,No,6.444558317,0,8.69085131,255.155493,1420.771651,0,4,0,0
410,Urban,4,22,9729.44,Widowed,Female,Yes,11.7174619,0,3.778575882,184.979684,1254.725693,2,4,0,1
411,Rural,1,88,35891.67,Widowed,Male,Yes,6.286550988,2,10.27819073,175.006206,1570.345219,0,4,1,1
412,Rural,0,25,20801.9,Never Married,Male,No,9.886595026,0,4.156887945,112.455141,500.4406927,0,2,1,0
413,Rural,2,21,112429.2,Separated,Male,No,7.972497589,0,11.32083915,194.958118,1563.848623,0,3,1,0
414,Rural,1,39,33217.64,Never Married,Female,No,11.10996233,1,5.254442453,172.44408,787.0962355,0,2,0,0
415,Rural,1,29,45562.97,Widowed,Male,No,9.301929385,0,5.2551003,200.165175,1119.610001,0,4,1,0
416,Urban,1,22,15380.9,Divorced,Female,No,8.535578793,2,6.417132666,127.460067,1155.782468,2,0,0,0
417,Urban,10,44,100232.53,Never Married,Female,No,9.083448287,0,18.61278731,147.478341,1995.346628,2,2,0,0
418,Rural,4,74,57900.98,Divorced,Male,No,9.581508542,0,4.924623699,207.49737,922.1362066,0,0,1,0
419,Urban,2,84,60476.86,Separated,Female,No,8.763218085,0,6.325942162,169.937833,717.6823944,2,3,0,0
420,Rural,1,65,26875.13,Never Married,Male,No,12.72077056,0,17.22220989,152.457857,2223.835601,0,2,1,0
421,Urban,2,29,24447.03,Separated,Female,No,5.304635517,0,3.238699239,162.460772,1143.685617,2,3,0,0
422,Urban,2,51,14817.22,Married,Female,Yes,11.18732698,0,6.437878909,200.132293,1537.296207,2,1,0,1
423,Urban,0,40,6170.55,Married,Female,Yes,11.6443975,1,15.22323989,182.460772,1614.544362,2,1,0,1
424,Urban,2,49,33620.38,Widowed,Female,No,9.83612847,1,7.484425045,124.97808,758.8338668,2,4,0,0
425,Rural,7,61,86453.08,Separated,Female,Yes,9.202197695,0,7.218752772,230.105118,1317.766231,0,3,0,1
426,Suburban,3,61,31466.9,Divorced,Female,No,6.187489206,0,11.69875604,147.473844,1189.578203,1,0,0,0
427,Urban,1,85,76984.15,Widowed,Female,No,9.320914781,0,10.03363969,142.482694,1467.273158,2,4,0,0
428,Suburban,8,25,43586.8,Never Married,Female,No,6.697226378,0,18.46162568,152.479779,2192.693797,1,2,0,0
429,Suburban,4,48,13148.09,Separated,Female,No,16.41445271,0,16.52138638,105.010962,1568.47416,1,3,0,0
430,Suburban,4,86,11612.88,Widowed,Male,No,4.964218639,1,13.83290937,114.965789,1376.095043,1,4,1,0
431,Suburban,0,53,71215.87,Never Married,Female,Yes,6.702458265,1,5.02568958,184.978458,811.5600648,1,2,0,1
432,Rural,2,88,18113.33,Never Married,Female,No,8.623296005,0,2.644787483,134.950905,243.2617759,0,2,0,0
433,Urban,1,40,18895.18,Widowed,Female,Yes,4.874661522,0,2.522962069,182.490006,676.6465414,2,4,0,1
434,Urban,1,23,48852.54,Divorced,Male,Yes,4.924368526,0,3.508974199,192.470522,801.4709595,2,0,1,1
435,Urban,3,63,6574.36,Married,Male,Yes,9.173811061,0,11.50651216,149.962093,1316.145864,2,1,1,1
436,Urban,2,28,10342.14,Widowed,Male,No,9.553427818,1,10.96319721,95.019486,1270.217581,2,4,1,0
437,Rural,1,26,23028.48,Separated,Female,Yes,6.007630739,1,5.505247606,245.174977,1339.709597,0,3,0,1
438,Suburban,2,22,31843.16,Never Married,Male,No,18.39537758,0,14.16961729,169.944668,1624.799349,1,2,1,0
439,Urban,2,43,31920.88,Married,Male,No,14.02031408,1,10.27782059,207.49737,1400.834009,2,1,1,0
440,Rural,6,70,54961.9,Widowed,Male,Yes,12.07594948,0,3.364993591,245.145743,1149.108155,0,4,1,1
441,Rural,2,48,119964.79,Never Married,Female,No,13.40034021,2,9.307770559,127.478341,1387.016004,0,2,0,0
